ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
ILMN_2084059	1.15e-14	7.95e-17	-8.49	27.5234277	-1.88e-01	SLC12A4
ILMN_1676091	1.24e-14	8.63e-17	-8.48	27.4438331	-1.09	
ILMN_1821176	1.24e-14	8.67e-17	-8.47	27.4396361	-6.33e-01	RNF125
ILMN_1763080	1.24e-14	8.70e-17	-8.47	27.4358137	-4.97e-01	QARS
ILMN_1764577	1.25e-14	8.82e-17	-8.47	27.4221885	-5.13e-01	MFNG
ILMN_3202673	1.27e-14	8.98e-17	-8.47	27.4049744	-8.75e-01	
ILMN_2210934	1.32e-14	9.36e-17	-8.47	27.3652287	-6.04e-01	NR3C2
ILMN_2170814	1.35e-14	9.58e-17	8.46	27.3415891	1.35	LAMP3
ILMN_1732328	1.36e-14	9.67e-17	-8.46	27.332754	-6.19e-01	
ILMN_3216125	1.37e-14	9.82e-17	-8.46	27.3174889	-7.36e-01	
ILMN_1775304	1.42e-14	1.02e-16	-8.45	27.2855199	-6.18e-01	DNAJB1
ILMN_1722809	1.44e-14	1.04e-16	-8.45	27.2655305	-1.50e-01	NRCAM
ILMN_1690295	1.48e-14	1.07e-16	-8.45	27.2378067	-6.32e-01	
ILMN_2109536	1.50e-14	1.08e-16	-8.45	27.2210989	-1.23e-01	
ILMN_1694075	1.52e-14	1.11e-16	8.44	27.2021602	8.78e-01	GADD45A
ILMN_1693410	1.65e-14	1.20e-16	-8.43	27.1183872	-6.70e-01	BRI3BP
ILMN_3279877	1.65e-14	1.21e-16	-8.43	27.1181681	-2.42e-01	
ILMN_3278906	1.68e-14	1.23e-16	-8.43	27.0954841	-6.98e-01	
ILMN_1663347	1.70e-14	1.25e-16	8.43	27.0843835	2.82	OTOF
ILMN_1660477	1.72e-14	1.27e-16	-8.43	27.0672496	-2.51e-01	
ILMN_1692706	1.75e-14	1.30e-16	-8.42	27.046001	-1.47e-01	DCUN1D2
ILMN_3271244	1.90e-14	1.42e-16	-8.41	26.9615473	-1.01	
ILMN_2404512	1.90e-14	1.42e-16	-8.41	26.9606575	-2.13e-01	PSEN2
ILMN_1706886	2.04e-14	1.53e-16	-8.40	26.8880786	-1.47e-01	BCL7A
ILMN_1685538	2.10e-14	1.57e-16	-8.40	26.8580076	-8.01e-01	
ILMN_3293685	2.27e-14	1.70e-16	-8.39	26.781223	-1.58	
ILMN_2390162	2.39e-14	1.80e-16	8.38	26.7264666	6.21e-01	PHF11
ILMN_1719205	2.39e-14	1.81e-16	-8.38	26.7217757	-8.09e-01	FBL
ILMN_1794163	2.42e-14	1.83e-16	-8.38	26.7099895	-2.00e-01	TMOD4
ILMN_1737561	2.44e-14	1.85e-16	8.38	26.6988893	6.74e-01	N4BP2L2
ILMN_1740749	2.63e-14	2.00e-16	-8.37	26.6229239	-6.27e-01	RPL7A
ILMN_1726368	2.70e-14	2.07e-16	-8.37	26.5917427	-1.78e-01	ZNF135
ILMN_1714433	2.88e-14	2.21e-16	-8.36	26.5265033	-6.45e-01	MARCKSL1
ILMN_1705737	2.93e-14	2.25e-16	-8.35	26.5077129	-7.89e-01	IMPDH2
ILMN_2392356	2.95e-14	2.27e-16	-8.35	26.4996741	-1.03e-01	CTPS2
ILMN_1763641	3.11e-14	2.41e-16	-8.35	26.4422534	-6.87e-01	ZNF614
ILMN_1761281	3.26e-14	2.53e-16	8.34	26.3958214	1.23	
ILMN_2402640	3.45e-14	2.68e-16	-8.33	26.3374551	-3.73e-01	DSC1
ILMN_1754865	3.47e-14	2.71e-16	-8.33	26.3269687	-6.48e-01	
ILMN_3181538	3.51e-14	2.75e-16	8.33	26.314459	1.06	C10orf105
ILMN_1671263	3.59e-14	2.83e-16	-8.33	26.2865263	-1.55e-01	CACNA1H
ILMN_1813134	3.59e-14	2.83e-16	-8.33	26.2855097	-1.24e-01	RORA
ILMN_1783753	3.69e-14	2.92e-16	-8.32	26.2567703	-7.27e-01	TXNDC12
ILMN_1733276	3.69e-14	2.92e-16	8.32	26.2551614	7.92e-01	CYSLTR1
ILMN_1738383	3.73e-14	2.97e-16	-8.32	26.2397858	-4.93e-01	EEF2
ILMN_3194217	3.76e-14	3.00e-16	-8.32	26.2298364	-5.82e-01	RPL19P12
ILMN_2391891	3.84e-14	3.07e-16	-8.32	26.2080132	-2.56e-01	MAP2K5
ILMN_2414027	4.06e-14	3.25e-16	8.31	26.1506455	5.40e-01	
ILMN_1703108	4.27e-14	3.44e-16	8.30	26.0970616	7.78e-01	UBE2L6
ILMN_1654946	4.27e-14	3.44e-16	-8.30	26.0964019	-8.03e-01	ZSCAN18
ILMN_1708934	4.29e-14	3.47e-16	8.30	26.0877478	9.11e-01	ADM
ILMN_1655710	4.47e-14	3.62e-16	-8.29	26.0447932	-1.31	
ILMN_1714444	4.85e-14	3.94e-16	-8.28	25.9622401	-1.06	KLF12
ILMN_1702899	5.03e-14	4.10e-16	-8.28	25.9251621	-1.25e-01	PLEKHA7
ILMN_2255133	5.04e-14	4.12e-16	-8.28	25.9196485	-1.16	BCL11A
ILMN_1673548	5.25e-14	4.30e-16	8.27	25.8772633	8.16e-01	LGALSL
ILMN_1676358	6.01e-14	4.94e-16	8.25	25.7433807	6.32e-01	RALB
ILMN_1768973	6.15e-14	5.07e-16	8.25	25.718203	7.83e-01	HIST2H2AC
ILMN_1655950	6.30e-14	5.20e-16	-8.25	25.6921349	-1.84e-01	ZHX1
ILMN_2262044	6.74e-14	5.59e-16	8.24	25.6225871	8.58e-01	PARP10
ILMN_1671489	6.75e-14	5.61e-16	-8.24	25.6194178	-3.54e-02	PC
ILMN_3227912	6.85e-14	5.71e-16	-8.24	25.6014466	-4.61e-01	
ILMN_1713369	7.07e-14	5.91e-16	-8.23	25.5689773	-6.67e-01	RPL13A
ILMN_1660439	7.16e-14	6.00e-16	-8.23	25.5539869	-1.13	
ILMN_3272590	7.27e-14	6.11e-16	-8.23	25.5363043	-2.23e-01	
ILMN_3259081	7.41e-14	6.24e-16	-8.22	25.5154105	-9.39e-02	
ILMN_1667813	7.62e-14	6.44e-16	-8.22	25.4850357	-6.14e-01	
ILMN_3200384	7.66e-14	6.49e-16	-8.22	25.4769822	-5.59e-01	
ILMN_2367141	7.67e-14	6.52e-16	-8.22	25.4730394	-9.05e-01	TCF7
ILMN_1805395	7.74e-14	6.59e-16	-8.22	25.4617495	-1.04	LTBP3
ILMN_1749722	7.77e-14	6.63e-16	8.22	25.4559676	1.26	
ILMN_1652955	7.84e-14	6.71e-16	-8.22	25.4442049	-7.37e-01	
ILMN_1688749	7.85e-14	6.74e-16	-8.21	25.4399319	-4.77e-01	
ILMN_1782751	8.02e-14	6.91e-16	-8.21	25.4165332	-1.55e-01	GLI4
ILMN_1880834	8.07e-14	6.96e-16	-8.21	25.4082004	-1.43e-01	FBXO41
ILMN_1758232	8.17e-14	7.07e-16	-8.21	25.3933132	-1.54e-01	GGCX
ILMN_2373566	8.37e-14	7.27e-16	-8.21	25.3669429	-6.13e-01	PJA1
ILMN_1775235	8.42e-14	7.33e-16	-8.20	25.3590571	-1.01	AFF3
ILMN_2373062	8.63e-14	7.53e-16	8.20	25.332771	6.65e-01	RHBDF2
ILMN_1845037	8.85e-14	7.74e-16	8.20	25.3055595	7.45e-01	LOC100419583
ILMN_1806804	8.88e-14	7.80e-16	-8.20	25.2978274	-6.93e-01	USP14
ILMN_1748883	8.88e-14	7.81e-16	8.20	25.2967391	6.68e-01	CDKN2D
ILMN_1678454	8.92e-14	7.88e-16	8.19	25.2882827	6.01e-01	CASP4
ILMN_2154566	8.92e-14	7.89e-16	-8.19	25.2872668	-5.63e-01	RPL10A
ILMN_1715068	9.01e-14	7.98e-16	8.19	25.2757729	7.09e-01	AQP9
ILMN_2050911	9.05e-14	8.04e-16	8.19	25.2683838	9.60e-01	SLC22A4
ILMN_1754234	9.06e-14	8.06e-16	-8.19	25.2653097	-6.95e-01	ZMYND11
ILMN_2214678	9.07e-14	8.10e-16	8.19	25.2610333	6.35e-01	MXD1
ILMN_1740490	9.36e-14	8.38e-16	-8.19	25.2282623	-5.57e-01	ZFP82
ILMN_2058468	9.45e-14	8.49e-16	-8.19	25.2149122	-1.23	BACH2
ILMN_2260082	9.45e-14	8.50e-16	8.18	25.2138754	1.17	NAIP
ILMN_1703891	9.45e-14	8.52e-16	-8.18	25.2113166	-9.35e-01	TBC1D9
ILMN_1659913	9.64e-14	8.72e-16	8.18	25.1897076	5.88e-01	ISG20
ILMN_1764851	9.89e-14	8.96e-16	-8.18	25.1625902	-7.31e-01	TP53RK
ILMN_1690921	1.01e-13	9.16e-16	8.18	25.1416764	7.48e-01	STAT2
ILMN_3300604	1.01e-13	9.16e-16	-8.18	25.1407654	-1.79e-01	ZNF37BP
ILMN_1685312	1.02e-13	9.35e-16	8.17	25.1216869	1.06	PSG3
ILMN_2261600	1.05e-13	9.57e-16	8.17	25.0983735	1.16	FCGR1B
ILMN_1821352	1.08e-13	9.89e-16	-8.17	25.0663781	-8.34e-01	
ILMN_2246894	1.09e-13	1.01e-15	-8.16	25.0470053	-5.54e-01	EDF1
ILMN_1745262	1.09e-13	1.01e-15	8.16	25.0442779	9.08e-01	REM2
ILMN_1652992	1.09e-13	1.01e-15	-8.16	25.0437419	-9.09e-02	PRDM2
ILMN_3283155	1.11e-13	1.03e-15	-8.16	25.0263782	-6.07e-01	
ILMN_1804104	1.11e-13	1.04e-15	-8.16	25.0215016	-1.95e-01	ZAP70
ILMN_1653166	1.14e-13	1.06e-15	-8.16	24.99844	-2.11e-01	CLEC10A
ILMN_3304022	1.18e-13	1.10e-15	-8.15	24.9613175	-7.31e-01	
ILMN_1737074	1.22e-13	1.14e-15	-8.15	24.9244135	-5.08e-01	
ILMN_1717834	1.23e-13	1.16e-15	-8.15	24.914019	-1.90e-01	EIF1AD
ILMN_1700248	1.24e-13	1.16e-15	-8.14	24.9076536	-1.74e-01	WDR86
ILMN_1695246	1.31e-13	1.24e-15	8.14	24.8493259	1.27	KLHDC8B
ILMN_1690586	1.33e-13	1.25e-15	-8.13	24.836075	-8.71e-01	
ILMN_2411236	1.35e-13	1.28e-15	-8.13	24.8180457	-2.93e-01	NRCAM
ILMN_1745148	1.40e-13	1.33e-15	8.13	24.7748002	6.13e-01	ZNFX1
ILMN_2188722	1.45e-13	1.38e-15	-8.12	24.7399658	-7.70e-01	GLS
ILMN_3235013	1.57e-13	1.49e-15	-8.11	24.6644003	-9.98e-01	
ILMN_1688753	1.61e-13	1.54e-15	-8.11	24.6335839	-7.17e-01	PTDSS1
ILMN_1791569	1.65e-13	1.59e-15	-8.10	24.6056955	-7.94e-02	PLXNA1
ILMN_1769839	1.65e-13	1.59e-15	-8.10	24.6038081	-1.97e-01	L1TD1
ILMN_2237428	1.66e-13	1.60e-15	-8.10	24.5975117	-6.52e-02	SCD5
ILMN_1860954	1.70e-13	1.64e-15	8.10	24.5740132	8.20e-01	
ILMN_1738816	1.74e-13	1.68e-15	-8.10	24.547477	-6.50e-01	FOXO1
ILMN_1768273	1.86e-13	1.81e-15	-8.09	24.4779991	-1.73e-01	POP1
ILMN_3251298	1.94e-13	1.88e-15	-8.08	24.439617	-2.03e-01	THNSL1
ILMN_2391324	1.99e-13	1.94e-15	-8.08	24.4113901	-4.72e-02	RCCD1
ILMN_1707810	1.99e-13	1.95e-15	-8.08	24.4072053	-6.15e-01	RPS5
ILMN_2191634	2.07e-13	2.02e-15	-8.07	24.3691737	-1.60e-01	RPL37
ILMN_2218277	2.07e-13	2.03e-15	-8.07	24.3657424	-5.12e-01	RPS2
ILMN_2166831	2.08e-13	2.05e-15	-8.07	24.3572419	-6.23e-01	RPS4X
ILMN_3233442	2.13e-13	2.10e-15	-8.07	24.3342229	-9.16e-01	
ILMN_1666111	2.13e-13	2.11e-15	-8.07	24.3303991	-2.63e-01	YTHDC1
ILMN_1692223	2.23e-13	2.21e-15	8.06	24.2830743	1.37	LCN2
ILMN_1764629	2.36e-13	2.34e-15	-8.05	24.2258414	-1.92e-01	SLC39A14
ILMN_3267760	2.40e-13	2.39e-15	-8.05	24.2080238	-8.48e-01	
ILMN_1789809	2.46e-13	2.45e-15	-8.05	24.1812353	-6.32e-01	RPL13AP6
ILMN_2266595	2.50e-13	2.50e-15	8.05	24.16269	6.77e-01	LILRA5
ILMN_2191759	2.53e-13	2.53e-15	-8.04	24.1497693	-2.38e-01	
ILMN_1745256	2.53e-13	2.54e-15	-8.04	24.1465274	-8.81e-01	CXXC5
ILMN_1781276	2.61e-13	2.63e-15	-8.04	24.1149138	-2.25e-01	TMCO4
ILMN_1815527	2.64e-13	2.67e-15	8.04	24.1008975	1.35	HBD
ILMN_2337386	2.69e-13	2.72e-15	-8.03	24.0796236	-1.77e-01	CCR9
ILMN_1698940	2.72e-13	2.76e-15	-8.03	24.068473	-4.49e-01	
ILMN_3301324	2.85e-13	2.90e-15	-8.03	24.0202218	-5.74e-01	
ILMN_3269537	2.86e-13	2.91e-15	-8.03	24.0138228	-1.40	
ILMN_1726597	2.91e-13	2.97e-15	8.02	23.9968064	5.50e-01	FAM65B
ILMN_3211079	3.04e-13	3.11e-15	-8.02	23.9494914	-4.56e-01	
ILMN_1760714	3.09e-13	3.17e-15	-8.01	23.9319733	-5.47e-01	RPS3
ILMN_3302905	3.13e-13	3.22e-15	-8.01	23.9164636	-5.16e-01	
ILMN_2386790	3.24e-13	3.34e-15	-8.01	23.88085	-1.11	KLRC3
ILMN_1745593	3.35e-13	3.47e-15	-8.00	23.8451071	-1.91e-01	STMN1
ILMN_1651496	3.35e-13	3.47e-15	8.00	23.8438807	9.79e-01	HIST1H2BD
ILMN_1801403	3.45e-13	3.57e-15	-8.00	23.8151732	-7.53e-01	DCUN1D4
ILMN_1658383	3.50e-13	3.64e-15	8.00	23.7970777	8.20e-01	HSPA6
ILMN_1706238	3.64e-13	3.79e-15	-7.99	23.7567418	-6.25e-01	CSE1L
ILMN_3282121	3.69e-13	3.85e-15	-7.99	23.7432405	-1.72e-01	PAXIP1-AS1
ILMN_2144426	3.89e-13	4.07e-15	7.98	23.6882874	7.87e-01	HIST2H2AA3
ILMN_2314080	4.02e-13	4.22e-15	-7.98	23.6541043	-1.59e-01	CTAGE5
ILMN_1678766	4.02e-13	4.22e-15	7.98	23.6532259	5.89e-01	DYNLT1
ILMN_3290497	4.04e-13	4.26e-15	-7.98	23.6448593	-4.44e-01	
ILMN_1769416	4.07e-13	4.29e-15	-7.97	23.6373381	-1.68e-01	TTN
ILMN_1738523	4.11e-13	4.34e-15	7.97	23.6258622	5.53e-01	MYD88
ILMN_1811063	4.30e-13	4.56e-15	-7.97	23.5781306	-4.71e-01	
ILMN_1797735	4.31e-13	4.58e-15	-7.97	23.5741883	-1.17e-01	C1orf21
ILMN_2130180	4.34e-13	4.62e-15	-7.96	23.5646336	-9.30e-01	RPL13P5
ILMN_1712298	4.34e-13	4.63e-15	-7.96	23.5627939	-8.31e-01	ANKRD46
ILMN_2110167	4.37e-13	4.67e-15	-7.96	23.553869	-8.15e-01	POLR1E
ILMN_1662524	4.52e-13	4.84e-15	7.96	23.5201594	8.37e-01	CXCR1
ILMN_1656662	4.56e-13	4.90e-15	-7.96	23.5088244	-4.89e-01	
ILMN_3241139	4.69e-13	5.05e-15	-7.95	23.4789884	-2.17e-01	SNORD57
ILMN_3213568	4.75e-13	5.12e-15	-7.95	23.4645608	-8.15e-01	
ILMN_1686367	4.82e-13	5.21e-15	-7.95	23.4486451	-4.83e-01	HSPA8
ILMN_1774375	4.95e-13	5.36e-15	7.94	23.4202564	1.21	SMIM24
ILMN_1724734	5.12e-13	5.55e-15	-7.94	23.3866182	-6.65e-02	UQCC1
ILMN_2153280	5.18e-13	5.63e-15	-7.94	23.3732671	-3.88e-01	EMC1
ILMN_1672687	5.35e-13	5.83e-15	-7.93	23.3390803	-7.06e-01	
ILMN_1674789	5.43e-13	5.93e-15	7.93	23.3219493	8.84e-01	
ILMN_1678934	5.49e-13	6.00e-15	-7.93	23.3104514	-7.11e-01	POLR1E
ILMN_2098616	5.52e-13	6.05e-15	-7.93	23.3018729	-6.40e-01	ANXA2R
ILMN_2364272	5.78e-13	6.35e-15	-7.92	23.255952	-9.17e-01	MBNL2
ILMN_1761031	6.04e-13	6.65e-15	-7.92	23.2105298	-1.01e-01	PTPDC1
ILMN_1673738	6.16e-13	6.79e-15	-7.91	23.1905596	-5.78e-01	
ILMN_3240420	6.17e-13	6.82e-15	7.91	23.1860254	1.72	USP18
ILMN_2295918	6.27e-13	6.95e-15	-7.91	23.1679266	-1.88e-01	PCNX2
ILMN_3275106	6.37e-13	7.07e-15	-7.91	23.1512901	-1.08	
ILMN_1801254	6.45e-13	7.17e-15	7.91	23.1376098	9.29e-01	
ILMN_1749131	6.45e-13	7.19e-15	-7.91	23.1350692	-5.42e-02	ENPP3
ILMN_1661886	6.71e-13	7.50e-15	-7.90	23.0928846	-6.42e-01	APEX1
ILMN_2399016	6.71e-13	7.51e-15	-7.90	23.0924051	-1.77e-01	MMP28
ILMN_3219764	6.86e-13	7.69e-15	-7.90	23.0688118	-6.77e-01	
ILMN_1808837	6.88e-13	7.73e-15	-7.90	23.0639621	-9.49e-01	
ILMN_2193213	6.92e-13	7.78e-15	7.90	23.0572847	1.72	DEFA1
ILMN_1657682	6.98e-13	7.88e-15	-7.89	23.0457	-8.06e-01	GFM1
ILMN_1810577	7.38e-13	8.34e-15	-7.89	22.9896989	-5.94e-01	RPS4X
ILMN_1742025	7.51e-13	8.50e-15	-7.88	22.9711944	-6.18e-01	OLFM1
ILMN_1670101	7.64e-13	8.67e-15	-7.88	22.951826	-3.03e-01	CLEC2D
ILMN_1694587	7.69e-13	8.74e-15	-7.88	22.9440017	-6.43e-01	EEF1B2
ILMN_2315979	7.71e-13	8.79e-15	-7.88	22.9394168	-7.24e-01	LBH
ILMN_1674069	7.73e-13	8.83e-15	-7.88	22.9346545	-5.67e-01	TOMM7
ILMN_2229969	7.76e-13	8.88e-15	-7.88	22.9290356	-1.41e-01	ERO1B
ILMN_1663858	7.98e-13	9.15e-15	-7.87	22.9003786	-1.88e-01	ZNF286A
ILMN_2379967	8.47e-13	9.72e-15	7.87	22.8406166	1.03	FCAR
ILMN_1781906	9.18e-13	1.06e-14	-7.85	22.7602179	-6.52e-01	RBM17
ILMN_2354237	9.20e-13	1.06e-14	-7.85	22.7565057	-1.66e-01	PARP2
ILMN_1797950	9.76e-13	1.13e-14	-7.85	22.6968955	-3.98e-01	EXTL2
ILMN_2230624	9.84e-13	1.14e-14	-7.84	22.6869088	-4.31e-01	RPL18
ILMN_1757872	9.92e-13	1.15e-14	-7.84	22.6771207	-8.66e-01	SGK223
ILMN_1674402	1.00e-12	1.17e-14	7.84	22.6624168	5.50e-01	TMEM71
ILMN_2384181	1.02e-12	1.19e-14	7.84	22.6418493	1.09	
ILMN_1655572	1.06e-12	1.23e-14	-7.83	22.6088011	-2.15e-01	AGPAT4-IT1
ILMN_3200330	1.08e-12	1.26e-14	-7.83	22.5884921	-5.16e-01	
ILMN_2211065	1.09e-12	1.27e-14	7.83	22.5773182	6.38e-01	TMEM91
ILMN_1782543	1.10e-12	1.29e-14	-7.83	22.5689854	-5.12e-01	EEF1D
ILMN_3225784	1.11e-12	1.30e-14	-7.83	22.5561869	-6.45e-01	
ILMN_1685824	1.12e-12	1.32e-14	7.83	22.5437439	7.85e-01	B4GALT5
ILMN_1690494	1.17e-12	1.38e-14	-7.82	22.4971186	-3.48e-01	RPL6
ILMN_3225591	1.33e-12	1.57e-14	-7.80	22.3757621	-5.79e-01	
ILMN_3201480	1.33e-12	1.57e-14	-7.80	22.3717478	-5.38e-01	
ILMN_1719661	1.36e-12	1.62e-14	7.80	22.3441949	5.83e-01	MSRB1
ILMN_1659047	1.37e-12	1.63e-14	7.80	22.3396874	7.33e-01	HIST2H2AA3
ILMN_1784380	1.38e-12	1.64e-14	7.80	22.3318552	9.05e-01	DTX3L
ILMN_1665066	1.39e-12	1.66e-14	-7.79	22.3195125	-6.08e-01	NOA1
ILMN_2359456	1.43e-12	1.71e-14	-7.79	22.2891914	-6.11e-01	ERGIC3
ILMN_1667418	1.43e-12	1.72e-14	7.79	22.2865666	6.10e-01	TMEM114
ILMN_3209676	1.46e-12	1.75e-14	-7.79	22.2669328	-5.91e-01	
ILMN_1800331	1.48e-12	1.79e-14	-7.78	22.249518	-8.58e-02	PTCH1
ILMN_3243034	1.54e-12	1.86e-14	-7.78	22.2099582	-2.04e-01	
ILMN_3305397	1.58e-12	1.91e-14	-7.78	22.1839325	-8.00e-01	
ILMN_2405628	1.60e-12	1.93e-14	-7.77	22.1732196	-9.16e-01	TOP1MT
ILMN_1728605	1.60e-12	1.93e-14	-7.77	22.1714983	-6.72e-01	TTC3
ILMN_3240247	1.60e-12	1.95e-14	7.77	22.1647499	4.24e-01	NOP10
ILMN_2053546	1.62e-12	1.97e-14	-7.77	22.1544892	-6.07e-01	
ILMN_1756308	1.64e-12	2.00e-14	-7.77	22.139186	-1.28e-01	NAE1
ILMN_3278548	1.66e-12	2.03e-14	-7.77	22.1241015	-5.27e-01	
ILMN_1748116	1.67e-12	2.04e-14	-7.77	22.1195469	-1.72e-01	GEMIN8
ILMN_1812191	1.70e-12	2.08e-14	-7.76	22.1011389	-8.49e-01	C12orf57
ILMN_3204686	1.70e-12	2.08e-14	-7.76	22.0986016	-2.81e-01	
ILMN_3218820	1.71e-12	2.10e-14	-7.76	22.0897173	-5.19e-01	
ILMN_3299407	1.71e-12	2.11e-14	-7.76	22.0878931	-6.02e-01	
ILMN_1665205	1.76e-12	2.18e-14	-7.76	22.0561181	-6.15e-01	ZNF260
ILMN_3263099	1.76e-12	2.18e-14	-7.76	22.0555327	-1.98e-01	
ILMN_3241657	1.79e-12	2.22e-14	-7.76	22.0356401	-1.03	TMEM204
ILMN_2202637	1.79e-12	2.22e-14	-7.76	22.0355283	-7.26e-01	CRY1
ILMN_1751079	1.81e-12	2.25e-14	7.75	22.0241404	6.35e-01	TAP1
ILMN_1903568	1.82e-12	2.27e-14	-7.75	22.0148908	-6.29e-01	CNIH1
ILMN_2057573	1.83e-12	2.28e-14	-7.75	22.011701	-5.54e-01	ESYT2
ILMN_1728626	1.90e-12	2.38e-14	-7.75	21.9692789	-7.10e-01	WDR5
ILMN_3266482	1.95e-12	2.44e-14	-7.74	21.9461577	-3.75e-01	
ILMN_1661917	1.96e-12	2.46e-14	-7.74	21.9388708	-7.31e-01	
ILMN_3275672	1.96e-12	2.46e-14	-7.74	21.936569	-9.12e-01	
ILMN_3251737	1.96e-12	2.47e-14	-7.74	21.9317734	-8.42e-01	EEF1A1
ILMN_1750400	1.96e-12	2.48e-14	7.74	21.9313315	8.10e-01	C19orf66
ILMN_3279675	2.02e-12	2.55e-14	-7.74	21.9015909	-7.07e-01	
ILMN_1743677	2.05e-12	2.59e-14	-7.73	21.885894	-6.31e-01	HNRNPU
ILMN_1676470	2.07e-12	2.62e-14	-7.73	21.8754663	-8.21e-01	TCF7
ILMN_1670931	2.13e-12	2.71e-14	-7.73	21.8424346	-6.60e-01	
ILMN_2302118	2.19e-12	2.79e-14	-7.72	21.8159486	-7.25e-01	CCDC50
ILMN_3201216	2.19e-12	2.80e-14	-7.72	21.8120464	-6.21e-01	
ILMN_3276209	2.21e-12	2.83e-14	-7.72	21.800953	-6.44e-01	
ILMN_2117904	2.24e-12	2.87e-14	-7.72	21.7865718	-7.24e-01	ZNF22
ILMN_2328094	2.24e-12	2.88e-14	-7.72	21.7850987	-1.55e-01	DACT1
ILMN_1734655	2.26e-12	2.90e-14	-7.72	21.7769038	-8.42e-02	ATG9B
ILMN_1736575	2.26e-12	2.91e-14	-7.72	21.7736664	-6.75e-01	TRIM28
ILMN_3210538	2.32e-12	2.99e-14	-7.72	21.7484479	-7.81e-01	
ILMN_1726169	2.34e-12	3.02e-14	-7.71	21.7375266	-4.35e-01	EDF1
ILMN_1713394	2.37e-12	3.07e-14	-7.71	21.7214479	-4.74e-01	
ILMN_3302177	2.37e-12	3.07e-14	-7.71	21.7207459	-5.70e-01	
ILMN_3305899	2.39e-12	3.11e-14	-7.71	21.7096114	-4.84e-01	
ILMN_1786852	2.41e-12	3.14e-14	-7.71	21.7010993	-5.90e-01	ZCCHC3
ILMN_1773968	2.48e-12	3.23e-14	-7.70	21.6716105	-6.13e-01	SERBP1
ILMN_1685843	2.50e-12	3.27e-14	-7.70	21.6610348	-1.35e-01	
ILMN_1679357	2.52e-12	3.29e-14	7.70	21.6537999	2.04	DEFA1B
ILMN_2193175	2.75e-12	3.61e-14	-7.69	21.5654625	-2.09e-01	TIMMDC1
ILMN_3237755	2.75e-12	3.61e-14	-7.69	21.5630468	-2.38e-01	SSPO
ILMN_1797181	2.88e-12	3.79e-14	-7.68	21.5164137	-8.07e-01	LOC93622
ILMN_2234016	2.93e-12	3.86e-14	7.68	21.5004818	3.61e-01	
ILMN_3243441	2.93e-12	3.87e-14	-7.68	21.496344	-7.60e-01	
ILMN_2355033	2.95e-12	3.90e-14	-7.68	21.4886183	-7.25e-01	KIAA1147
ILMN_3200140	2.95e-12	3.91e-14	-7.68	21.4862327	-2.08e-01	
ILMN_2335704	3.10e-12	4.11e-14	7.67	21.4373802	6.64e-01	NCF4
ILMN_1651347	3.15e-12	4.19e-14	-7.67	21.4194564	-4.44e-01	SERTAD2
ILMN_3248882	3.22e-12	4.28e-14	-7.67	21.3984757	-8.12e-01	DANCR
ILMN_1664434	3.25e-12	4.34e-14	-7.66	21.3844091	-8.98e-01	TCF3
ILMN_1767459	3.25e-12	4.34e-14	-7.66	21.3842318	-5.17e-01	POLR3B
ILMN_1651899	3.26e-12	4.36e-14	-7.66	21.380583	-4.69e-01	
ILMN_1665761	3.40e-12	4.56e-14	-7.66	21.3374576	-9.36e-01	BCL11B
ILMN_1727098	3.42e-12	4.59e-14	-7.66	21.3303081	-8.19e-01	PPP1R16B
ILMN_1813475	3.48e-12	4.68e-14	-7.65	21.3119918	-6.01e-01	HERC2
ILMN_3238889	3.49e-12	4.70e-14	-7.65	21.3076326	-7.19e-01	RPRD2
ILMN_2127722	3.49e-12	4.71e-14	-7.65	21.3061983	-3.86e-01	FAM174A
ILMN_2236714	3.49e-12	4.72e-14	-7.65	21.3036578	-8.12e-02	CSTF1
ILMN_2377210	3.50e-12	4.74e-14	-7.65	21.2992146	-2.56e-01	PPM1B
ILMN_1740819	3.55e-12	4.81e-14	-7.65	21.284852	-5.24e-01	STARD7
ILMN_1678799	3.58e-12	4.86e-14	-7.65	21.2757597	-2.36e-01	RAPGEF1
ILMN_1738356	3.63e-12	4.95e-14	-7.65	21.2571116	-5.66e-01	
ILMN_1800787	3.63e-12	4.95e-14	-7.65	21.2568311	-6.54e-01	RFTN1
ILMN_1767475	3.77e-12	5.14e-14	-7.64	21.2204159	-5.10e-01	CERK
ILMN_1678054	3.79e-12	5.18e-14	7.64	21.2138097	6.50e-01	TRIM21
ILMN_1696183	3.80e-12	5.20e-14	7.64	21.2089512	8.42e-01	HBQ1
ILMN_2067269	3.94e-12	5.40e-14	-7.63	21.1727349	-4.77e-01	RECK
ILMN_1727284	3.99e-12	5.49e-14	-7.63	21.1567413	-9.22e-01	CD4
ILMN_3239339	4.13e-12	5.69e-14	-7.63	21.1226134	-8.09e-02	
ILMN_1669818	4.15e-12	5.72e-14	-7.63	21.1169173	-7.04e-01	ESD
ILMN_1663132	4.16e-12	5.74e-14	-7.63	21.1134262	-8.43e-01	ADCK2
ILMN_2060212	4.34e-12	6.01e-14	-7.62	21.0686971	-1.81e-01	TBC1D24
ILMN_1688853	4.40e-12	6.10e-14	-7.62	21.0546658	-8.26e-01	ZBTB9
